location,acci_counts
"(40.7520713, -73.926474)",0
"(40.7716398, -73.926409)",0
"(40.7710102, -73.9250598)",0
"(40.760517, -73.938342)",0
"(40.755649, -73.94205)",0
"(40.759175, -73.939178)",0
"(40.7496824, -73.9476295)",0
"(40.7539352, -73.948456)",0
"(40.7540119, -73.9483933)",0
"(40.751943, -73.95017)",0
"(40.7504378, -73.9514708)",0
"(40.7498044, -73.9520175)",0
"(40.761686, -73.941615)",0
"(40.7669158, -73.9383577)",0
"(40.75733, -73.945067)",0
"(40.760351, -73.942444)",0
"(40.743714, -73.942111)",0
"(40.743448, -73.9009)",0
"(40.744006, -73.901502)",0
"(40.7494263, -73.9180059)",0
"(40.7494677, -73.9183837)",0
"(40.749248, -73.916526)",0
"(40.697171, -73.901219)",0
"(40.6951211, -73.9032228)",0
"(40.698319, -73.900102)",0
"(40.744095, -73.904405)",0
"(40.7444583, -73.9059509)",0
"(40.7560402, -73.9464171)",0
"(40.7483715, -73.9389193)",0
"(40.7521839, -73.9064162)",0
"(40.743369, -73.942976)",0
"(40.762604, -73.902452)",0
"(40.7686046, -73.9358222)",0
"(40.767855, -73.934229)",0
"(40.767182, -73.9329043)",0
"(40.6957555, -73.8993155)",0
"(40.6938478, -73.9011786)",0
"(40.723921, -73.907566)",0
"(40.724639, -73.907959)",0
"(40.742237, -73.905354)",0
"(40.7376544, -73.9055797)",0
"(40.7401759, -73.9054703)",0
"(40.713013, -73.908011)",0
"(40.7139, -73.908811)",0
"(40.714363, -73.909614)",0
"(40.7157229, -73.9119923)",0
"(40.7534087, -73.905856)",0
"(40.755532, -73.906189)",0
"(40.757082, -73.906468)",0
"(40.746775, -73.908847)",0
"(40.74859, -73.908016)",0
"(40.7721343, -73.9257024)",0
"(40.7717888, -73.9253473)",0
"(40.7466805, -73.9478335)",0
"(40.7471097, -73.9500728)",0
"(40.724057, -73.909551)",0
"(40.7436556, -73.9214477)",0
"(40.746891, -73.920798)",0
"(40.745224, -73.921132)",0
"(40.768384, -73.9080289)",0
"(40.7533778, -73.9201104)",0
"(40.7578467, -73.9166012)",0
"(40.7601922, -73.9146932)",0
"(40.7627774, -73.9125902)",0
"(40.7695679, -73.9060698)",0
"(40.7391199, -73.9405505)",0
"(40.7420593, -73.957233)",0
"(40.7419918, -73.9568381)",0
"(40.7421842, -73.9589202)",0
"(40.7421651, -73.95883)",0
"(40.698898, -73.9175228)",0
"(40.7038882, -73.9125434)",0
"(40.692626, -73.923672)",0
"(40.711004, -73.904053)",0
"(40.705002, -73.911396)",0
"(40.702799, -73.913644)",0
"(40.701617, -73.91485)",0
"(40.709306, -73.907)",0
"(40.693573, -73.922748)",0
"(40.707035, -73.909322)",0
"(40.705908, -73.910471)",0
"(40.698537, -73.917872)",0
"(40.7368869, -73.9356464)",0
"(40.7376719, -73.9361548)",0
"(40.725106, -73.901794)",0
"(40.7228254, -73.9018435)",0
"(40.723536, -73.901826)",0
"(40.723429, -73.901827)",0
"(40.71802, -73.900339)",0
"(40.728632, -73.901226)",0
"(40.7307703, -73.9011439)",0
"(40.7263328, -73.9017862)",0
"(40.744792, -73.91742)",0
"(40.74646, -73.917086)",0
"(40.750664, -73.908074)",0
"(40.745545, -73.923916)",0
"(40.747214, -73.923581)",0
"(40.773032, -73.913382)",0
"(40.7718676, -73.9148014)",0
"(40.7739486, -73.9122791)",0
"(40.7775604, -73.9078918)",0
"(40.778768, -73.906412)",0
"(40.7668726, -73.9202868)",0
"(40.7665256, -73.920602)",0
"(40.774875, -73.921772)",0
"(40.756875, -73.94435)",0
"(40.69808, -73.925352)",0
"(40.704312, -73.91923)",0
"(40.696142, -73.92725)",0
"(40.701102, -73.922384)",0
"(40.720263, -73.911889)",0
"(40.7696344, -73.915834)",0
"(40.7520185, -73.9300275)",0
"(40.7608441, -73.9229854)",0
"(40.7525611, -73.9297231)",0
"(40.7537021, -73.9287951)",0
"(40.7378911, -73.9327457)",0
"(40.7444002, -73.9307895)",0
"(40.7447232, -73.9307236)",0
"(40.7407064, -73.9315275)",0
"(40.7468658, -73.9302951)",0
"(40.780123, -73.911523)",0
"(40.7815826, -73.9135851)",0
"(40.7828009, -73.9153103)",0
"(40.7761956, -73.9059595)",0
"(40.777197, -73.90738)",0
"(40.77915, -73.910147)",0
"(40.7736671, -73.902381)",0
"(40.7752064, -73.9045553)",0
"(40.780606, -73.912211)",0
"(40.7767079, -73.9066817)",0
"(40.775699, -73.9052527)",0
"(40.7741762, -73.9030981)",0
"(40.7840609, -73.9170997)",0
"(40.755657, -73.945676)",0
"(40.7535789, -73.9476435)",0
"(40.7536599, -73.9475836)",0
"(40.751456, -73.949467)",0
"(40.7502518, -73.9505029)",0
"(40.7496162, -73.9510536)",0
"(40.748934, -73.95164)",0
"(40.776152, -73.9326308)",0
"(40.699699, -73.905493)",0
"(40.6975651, -73.9075859)",0
"(40.7384325, -73.9276361)",0
"(40.73834, -73.92729)",0
"(40.73768, -73.921693)",0
"(40.737571, -73.920764)",0
"(40.737464, -73.919836)",0
"(40.737357, -73.91891)",0
"(40.738111, -73.925399)",0
"(40.738001, -73.924472)",0
"(40.737895, -73.923546)",0
"(40.737251, -73.917982)",0
"(40.737787, -73.922619)",0
"(40.73712, -73.904653)",0
"(40.741364, -73.947149)",0
"(40.6956953, -73.9042787)",0
"(40.713058, -73.908786)",0
"(40.711835, -73.907984)",0
"(40.7379262, -73.9358283)",0
"(40.740069, -73.935448)",0
"(40.7818938, -73.9093598)",0
"(40.7729598, -73.9202731)",0
"(40.7765242, -73.9159229)",0
"(40.7519365, -73.9021739)",0
"(40.7266235, -73.9064627)",0
"(40.726734, -73.908047)",0
"(40.7524387, -73.9508996)",0
"(40.7504962, -73.9480547)",0
"(40.7494985, -73.9466648)",0
"(40.7505907, -73.9522582)",0
"(40.7492688, -73.9454597)",0
"(40.742104, -73.904449)",0
"(40.7596078, -73.9054477)",0
"(40.7601604, -73.9069829)",0
"(40.757565, -73.909066)",0
"(40.750199, -73.913484)",0
"(40.748927, -73.913744)",0
"(40.7545797, -73.9115433)",0
"(40.7452619, -73.9557451)",0
"(40.7455463, -73.9572343)",0
"(40.750979, -73.934743)",0
"(40.7517089, -73.9360994)",0
"(40.7582225, -73.9174008)",0
"(40.7612436, -73.9149432)",0
"(40.7543973, -73.9205124)",0
"(40.7631512, -73.9133913)",0
"(40.7437646, -73.9223767)",0
"(40.740436, -73.92304)",0
"(40.746999, -73.921724)",0
"(40.74533, -73.92206)",0
"(40.77744, -73.918648)",0
"(40.7833479, -73.911429)",0
"(40.777978, -73.917985)",0
"(40.754296, -73.939456)",0
"(40.7400066, -73.9476167)",0
"(40.7204943, -73.9049515)",0
"(40.7204136, -73.9078352)",0
"(40.7687963, -73.9069332)",0
"(40.731283, -73.923459)",0
"(40.731968, -73.92322)",0
"(40.730036, -73.923926)",0
"(40.73061, -73.923713)",0
"(40.7435493, -73.9205222)",0
"(40.743221, -73.9205932)",0
"(40.746784, -73.919869)",0
"(40.745116, -73.920203)",0
"(40.7593763, -73.9142765)",0
"(40.7570786, -73.9128262)",0
"(40.763799, -73.9147791)",0
"(40.7623376, -73.915155)",0
"(40.7601082, -73.9214086)",0
"(40.7578, -73.9232542)",0
"(40.7441848, -73.928935)",0
"(40.7445144, -73.9288674)",0
"(40.7404968, -73.9296666)",0
"(40.7472545, -73.9283241)",0
"(40.7769639, -73.9050241)",0
"(40.7779689, -73.9038003)",0
"(40.7732892, -73.9250983)",0
"(40.773202, -73.92737)",0
"(40.756059, -73.942822)",0
"(40.75481, -73.944019)",0
"(40.759469, -73.939994)",0
"(40.752836, -73.9459273)",0
"(40.7529191, -73.9458631)",0
"(40.722144, -73.902267)",0
"(40.718019, -73.901121)",0
"(40.719546, -73.90154)",0
"(40.7414719, -73.9024676)",0
"(40.7441136, -73.9014672)",0
"(40.73708, -73.902775)",0
"(40.7499976, -73.899232)",0
"(40.74583, -73.901096)",0
"(40.746682, -73.900713)",0
"(40.727375, -73.90312)",0
"(40.729343, -73.902618)",0
"(40.7308356, -73.9013928)",0
"(40.7466164, -73.9437976)",0
"(40.7469062, -73.9453003)",0
"(40.748583, -73.9522115)",0
"(40.7485366, -73.9520073)",0
"(40.72553, -73.900985)",0
"(40.7380819, -73.9046098)",0
"(40.7399251, -73.9045337)",0
"(40.725883, -73.906096)",0
"(40.7047757, -73.9004803)",0
"(40.757472, -73.902786)",0
"(40.719333, -73.906838)",0
"(40.7128671, -73.9048995)",0
"(40.71306, -73.908903)",0
"(40.714454, -73.908276)",0
"(40.7152625, -73.9075055)",0
"(40.745887, -73.912131)",0
"(40.74592, -73.912449)",0
"(40.749979, -73.911625)",0
"(40.7490021, -73.9397181)",0
"(40.749424, -73.940535)",0
"(40.778277, -73.906065)",0
"(40.7789609, -73.9052277)",0
"(40.7520022, -73.9311501)",0
"(40.7612239, -73.9237834)",0
"(40.7661488, -73.9197988)",0
"(40.7529723, -73.9304956)",0
"(40.7541286, -73.9295551)",0
"(40.7445115, -73.9317161)",0
"(40.7408139, -73.9324515)",0
"(40.774151, -73.914966)",0
"(40.772685, -73.912895)",0
"(40.769869, -73.908341)",0
"(40.769675, -73.907256)",0
"(40.7394569, -73.934634)",0
"(40.739797, -73.934829)",0
"(40.736984, -73.933069)",0
"(40.7379854, -73.9381923)",0
"(40.7362935, -73.9371045)",0
"(40.706755, -73.914361)",0
"(40.703688, -73.909173)",0
"(40.707192, -73.915102)",0
"(40.7028076, -73.9076849)",0
"(40.701931, -73.906208)",0
"(40.701493, -73.905467)",0
"(40.70325, -73.908432)",0
"(40.707631, -73.91584)",0
"(40.702371, -73.90695)",0
"(40.70544, -73.912137)",0
"(40.706316, -73.91362)",0
"(40.705879, -73.912878)",0
"(40.708945, -73.918073)",0
"(40.709821, -73.919546)",0
"(40.709382, -73.91881)",0
"(40.702665, -73.901898)",0
"(40.714891, -73.913492)",0
"(40.755441, -73.907097)",0
"(40.7569917, -73.907372)",0
"(40.7447428, -73.9105638)",0
"(40.745671, -73.910354)",0
"(40.747395, -73.909554)",0
"(40.745562, -73.909938)",0
"(40.7488459, -73.9471087)",0
"(40.7498478, -73.9522401)",0
"(40.7480378, -73.9428964)",0
"(40.748215, -73.9438774)",0
"(40.770309, -73.918998)",0
"(40.768378, -73.921242)",0
"(40.7623523, -73.9261907)",0
"(40.7519655, -73.9347568)",0
"(40.7673003, -73.9222376)",0
"(40.7531145, -73.9337053)",0
"(40.754207, -73.9328166)",0
"(40.7380862, -73.9386895)",0
"(40.7383796, -73.9386273)",0
"(40.7405394, -73.9381694)",0
"(40.784626, -73.916474)",0
"(40.7776139, -73.9055885)",0
"(40.776363, -73.9044469)",0
"(40.7758331, -73.9037724)",0
"(40.7753212, -73.9030496)",0
"(40.708782, -73.912291)",0
"(40.70766, -73.913435)",0
"(40.750164, -73.944686)",0
"(40.7516275, -73.943109)",0
"(40.771959, -73.925125)",0
"(40.689924, -73.922807)",0
"(40.6993038, -73.9136017)",0
"(40.691353, -73.921411)",0
"(40.702559, -73.910326)",0
"(40.700358, -73.912569)",0
"(40.70799, -73.904777)",0
"(40.692485, -73.920301)",0
"(40.705722, -73.907093)",0
"(40.704593, -73.908247)",0
"(40.697253, -73.915616)",0
"(40.7014956, -73.9113992)",0
"(40.6988384, -73.9140606)",0
"(40.695782, -73.917071)",0
"(40.7419892, -73.9464305)",0
"(40.7451552, -73.9378999)",0
"(40.7206078, -73.9047772)",0
"(40.718392, -73.904159)",0
"(40.7140747, -73.9029375)",0
"(40.716744, -73.903698)",0
"(40.719137, -73.904368)",0
"(40.6982185, -73.924043)",0
"(40.694697, -73.927497)",0
"(40.7060598, -73.9162556)",0
"(40.708099, -73.914177)",0
"(40.704992, -73.91735)",0
"(40.703858, -73.918504)",0
"(40.695712, -73.926499)",0
"(40.700675, -73.921631)",0
"(40.769249, -73.909109)",0
"(40.770572, -73.907494)",0
"(40.7527732, -73.9228045)",0
"(40.7532287, -73.9225647)",0
"(40.7435401, -73.9233698)",0
"(40.743871, -73.9233004)",0
"(40.73998, -73.924065)",0
"(40.747107, -73.922653)",0
"(40.745438, -73.922989)",0
"(40.7739064, -73.9366105)",0
"(40.699279, -73.904783)",0
"(40.697154, -73.9068567)",0
"(40.755733, -73.904348)",0
"(40.7595246, -73.9045543)",0
"(40.757255, -73.904847)",0
"(40.716947, -73.911187)",0
"(40.844304, -73.9247897)",0
"(40.843909, -73.924128)",0
"(40.7540695, -73.9152674)",0
"(40.8270741, -73.9306843)",0
"(40.8268793, -73.9302595)",0
"(40.7033245, -73.9930575)",0
"(40.7339281, -73.9827492)",5
"(40.7358767, -73.9873953)",28
"(40.8081735, -73.934672)",6
"(40.8075465, -73.9351219)",13
"(40.7194841, -74.0043702)",34
"(40.7200394, -74.0039146)",24
"(40.7188593, -74.0048352)",32
"(40.733372, -73.985242)",7
"(40.7387628, -74.0095413)",0
"(40.7458555, -74.0018592)",64
"(40.742233, -73.993292)",117
"(40.7446399, -74.0027323)",58
"(40.7383899, -74.0038576)",4
"(40.7513932, -74.0051843)",45
"(40.73755, -74.006487)",15
"(40.737554, -74.008206)",18
"(40.7375527, -74.0057088)",23
"(40.7218794, -74.0067853)",0
"(40.7226441, -74.0081187)",50
"(40.7224747, -74.0067245)",1
"(40.7228729, -74.0104496)",7
"(40.7227945, -74.009651)",20
"(40.7222194, -74.0105578)",23
"(40.7241745, -74.0102257)",8
"(40.7241027, -74.0094239)",11
"(40.706175, -74.01793)",15
"(40.708134, -74.016626)",16
"(40.680236, -73.964236)",0
"(40.679702, -73.96168)",0
"(40.680353, -73.96479)",0
"(40.682691, -73.961671)",0
"(40.687089, -73.962547)",0
"(40.684891, -73.962107)",0
"(40.686352, -73.962398)",0
"(40.687819, -73.962694)",0
"(40.7490856, -73.9704217)",1
"(40.7492026, -73.9703341)",4
"(40.7489621, -73.9705141)",0
"(40.682802, -73.960718)",0
"(40.683018, -73.958841)",0
"(40.7037855, -73.9875501)",0
"(40.7038903, -73.9906309)",0
"(40.7024569, -73.987631)",0
"(40.7031346, -73.9875906)",0
"(40.7011897, -73.986749)",0
"(40.702909, -73.981124)",0
"(40.7029654, -73.982742)",0
"(40.6821959, -73.9735528)",0
"(40.68162, -73.970852)",0
"(40.675039, -73.9305447)",0
"(40.6753339, -73.9360606)",0
"(40.674887, -73.9277757)",0
"(40.676633, -73.959433)",0
"(40.677287, -73.962547)",0
"(40.676547, -73.963529)",0
"(40.67706, -73.965974)",0
"(40.676406, -73.962865)",0
"(40.678328, -73.972027)",0
"(40.6771814, -73.9724546)",0
"(40.6774458, -73.9723542)",0
"(40.673999, -73.960393)",0
"(40.6735319, -73.9581588)",0
"(40.7314143, -73.996976)",20
"(40.733978, -73.990945)",59
"(40.723009, -73.985752)",62
"(40.7210227, -73.9810814)",37
"(40.7237504, -73.9875128)",1
"(40.726109, -73.974269)",4
"(40.72445, -73.9741568)",0
"(40.7245958, -73.9745044)",0
"(40.7199823, -73.9836279)",25
"(40.718348, -73.990974)",0
"(40.718851, -73.992621)",11
"(40.7185836, -73.9917491)",37
"(40.7204937, -73.9853164)",11
"(40.7171801, -73.9831245)",6
"(40.6760569, -73.9900285)",0
"(40.676249, -73.990426)",0
"(40.7272378, -74.0006749)",65
"(40.7261286, -74.0015804)",17
"(40.723682, -74.003635)",39
"(40.72488, -74.002619)",35
"(40.7227417, -74.0044354)",36
"(40.7269315, -73.9966626)",34
"(40.72881, -73.995061)",20
"(40.74056, -73.914438)",0
"(40.7536766, -73.9187589)",0
"(40.757473, -73.9158059)",0
"(40.7624055, -73.9117934)",0
"(40.73916, -73.901714)",0
"(40.7422108, -73.9513909)",0
"(40.7417832, -73.9568604)",0
"(40.7440071, -73.953677)",0
"(40.7444556, -73.9560096)",0
"(40.7448259, -73.9578972)",0
"(40.7699863, -73.9144522)",0
"(40.7695512, -73.9148088)",0
"(40.7423169, -73.9480963)",0
"(40.7420818, -73.9468889)",0
"(40.7407496, -73.9401152)",0
"(40.740913, -73.940916)",0
"(40.7397039, -73.934581)",0
"(40.7404549, -73.9372302)",0
"(40.7386, -73.927242)",0
"(40.7375035, -73.9325839)",0
"(40.733833, -73.9389875)",0
"(40.734024, -73.939106)",0
"(40.7337581, -73.938941)",0
"(40.685443, -73.972274)",0
"(40.7525319, -73.9648919)",0
"(40.7519614, -73.9654809)",0
"(40.7595804, -73.9582216)",0
"(40.7590493, -73.958589)",3
"(40.8641946, -73.9325153)",0
"(40.863864, -73.931822)",0
"(40.7342008, -73.9748707)",10
"(40.7361899, -73.9789954)",4
"(40.741031, -73.994165)",105
"(40.6901214, -73.9231687)",0
"(40.6865116, -73.9545379)",0
"(40.6896336, -73.9274079)",0
"(40.6886245, -73.9361769)",0
"(40.6882884, -73.9390977)",0
"(40.6862629, -73.956699)",0
"(40.6892729, -73.9303165)",0
"(40.6889614, -73.9332499)",0
"(40.691921, -73.978947)",0
"(40.6913676, -73.9253651)",0
"(40.6879778, -73.9548292)",0
"(40.6910986, -73.9277032)",0
"(40.6900901, -73.9364688)",0
"(40.689754, -73.9393902)",0
"(40.6877352, -73.9569749)",0
"(40.6907634, -73.9306163)",0
"(40.752935, -73.985488)",162
"(40.751577, -73.982275)",153
"(40.7536275, -73.9871097)",51
"(40.7745584, -73.9896525)",0
"(40.6777776, -73.9386108)",0
"(40.677924, -73.9385911)",0
"(40.676272, -73.938768)",0
"(40.680195, -73.955486)",0
"(40.6876266, -73.9187831)",0
"(40.6867026, -73.9268171)",0
"(40.6856931, -73.935593)",0
"(40.6853573, -73.9385127)",0
"(40.6863652, -73.9297498)",0
"(40.6873846, -73.9208875)",0
"(40.68603, -73.9326643)",0
"(40.678343, -73.955195)",0
"(40.677501, -73.946999)",0
"(40.7049909, -74.0115503)",61
"(40.6760699, -74.0050803)",0
"(40.6767121, -74.0047717)",0
"(40.675928, -73.956069)",0
"(40.675053, -73.94723)",0
"(40.674907, -73.944462)",0
"(40.674748, -73.941694)",0
"(40.7103448, -73.9587667)",0
"(40.8452094, -73.9202761)",0
"(40.8463484, -73.9194222)",0
"(40.84773, -73.917644)",0
"(40.8453266, -73.9183309)",0
"(40.8447143, -73.9122675)",0
"(40.8447476, -73.9117036)",0
"(40.8452956, -73.9118467)",0
"(40.849899, -73.909175)",0
"(40.825574, -73.918459)",0
"(40.8448443, -73.9093781)",0
"(40.843779, -73.909463)",0
"(40.8430611, -73.909558)",0
"(40.830536, -73.915699)",0
"(40.82725, -73.917533)",0
"(40.841254, -73.909394)",0
"(40.840197, -73.910094)",0
"(40.826516, -73.917939)",0
"(40.8427586, -73.9095981)",0
"(40.846154, -73.9092938)",0
"(40.8317283, -73.9150066)",0
"(40.835297, -73.9129)",0
"(40.8492349, -73.9057477)",0
"(40.8491723, -73.9057789)",0
"(40.8492849, -73.9057023)",0
"(40.8490991, -73.9058045)",0
"(40.848397, -73.906044)",0
"(40.847579, -73.906323)",0
"(40.843643, -73.906758)",0
"(40.846733, -73.906482)",0
"(40.844689, -73.906665)",0
"(40.842668, -73.906846)",0
"(40.709534, -73.964027)",0
"(40.7075372, -73.9644203)",0
"(40.823361, -73.9111477)",0
"(40.8231928, -73.910494)",0
"(40.800372, -73.909072)",0
"(40.801053, -73.910248)",0
"(40.711349, -73.961421)",0
"(40.711905, -73.962942)",0
"(40.7027544, -73.9942288)",0
"(40.7019373, -73.9946178)",0
"(40.70047, -73.950504)",0
"(40.7163967, -73.9845346)",9
"(40.716899, -73.9862)",15
"(40.704203, -73.958244)",0
"(40.69825, -73.929964)",0
"(40.7102847, -73.9563925)",0
"(40.71765, -73.988671)",52
"(40.693692, -73.931204)",0
"(40.707782, -73.938528)",0
"(40.69786, -73.963949)",0
"(40.878681, -73.904135)",0
"(40.702316, -73.9446361)",0
"(40.701655, -73.945645)",0
"(40.6971807, -73.9466546)",0
"(40.6964472, -73.9465173)",0
"(40.6975431, -73.9830937)",0
"(40.6974407, -73.9805168)",0
"(40.6975813, -73.9840472)",0
"(40.6975139, -73.9822603)",1
"(40.8367012, -73.9091868)",0
"(40.6783013, -73.9894524)",0
"(40.6758454, -73.999045)",0
"(40.6778344, -73.9882537)",0
"(40.6791057, -73.987394)",0
"(40.6781005, -73.9889443)",0
"(40.677604, -74.006298)",0
"(40.677945, -74.006797)",0
"(40.6797523, -74.0122551)",0
"(40.676264, -74.014179)",0
"(40.677098, -74.015401)",0
"(40.675247, -74.012687)",0
"(40.673651, -74.010337)",0
"(40.674223, -74.011181)",0
"(40.67603, -74.016652)",0
"(40.721248, -73.992237)",114
"(40.7235035, -73.9902408)",0
"(40.7233701, -73.9903071)",0
"(40.7198216, -73.9921032)",0
"(40.7210302, -73.9914809)",10
"(40.7123683, -73.9937525)",4
"(40.7146116, -73.9768601)",0
"(40.710397, -74.005599)",43
"(40.70966, -74.004827)",37
"(40.68318, -73.911813)",0
"(40.6815714, -73.9257829)",0
"(40.682568, -73.917122)",0
"(40.681237, -73.928727)",0
"(40.682254, -73.919866)",0
"(40.682874, -73.914465)",0
"(40.6809028, -73.9316401)",0
"(40.6935535, -73.9649915)",0
"(40.6956341, -73.9654048)",0
"(40.6936046, -73.9842654)",0
"(40.6955923, -73.9644503)",0
"(40.6961133, -73.9841339)",0
"(40.6730389, -73.9704101)",0
"(40.6727861, -73.9708823)",0
"(40.8635192, -73.9318018)",0
"(40.7137964, -74.0139365)",0
"(40.8496627, -73.9406608)",0
"(40.813868, -73.962012)",0
"(40.7962434, -73.9746813)",0
"(40.8022682, -73.970054)",0
"(40.800334, -73.97146)",8
"(40.7965204, -73.9740978)",6
"(40.7985787, -73.9731567)",0
"(40.802938, -73.96956)",8
"(40.8351699, -73.9453852)",0
"(40.8332352, -73.9469172)",0
"(40.7130664, -74.0008728)",0
"(40.7237608, -74.0061172)",155
"(40.7207656, -74.0100069)",0
"(40.6873223, -73.991934)",0
"(40.688571, -73.991094)",0
"(40.690667, -73.985363)",0
"(40.8087947, -73.9361363)",0
"(40.806418, -73.938243)",0
"(40.8070461, -73.939711)",31
"(40.8063, -73.9379572)",0
"(40.8068164, -73.9253388)",0
"(40.802915, -73.920283)",0
"(40.6727651, -73.9696187)",0
"(40.6731371, -73.9688127)",0
"(40.7469416, -73.9731926)",3
"(40.75182, -73.938333)",0
"(40.7510037, -73.9367868)",0
"(40.751411, -73.937562)",0
"(40.772988, -73.916388)",0
"(40.7488835, -73.9421229)",0
"(40.7498286, -73.941288)",0
"(40.7476364, -73.94329)",0
"(40.70908, -73.957488)",0
"(40.7089464, -73.9570987)",0
"(40.714092, -73.955994)",0
"(40.710864, -73.958003)",0
"(40.712756, -73.95681)",0
"(40.707407, -73.959938)",0
"(40.7141884, -73.9814501)",0
"(40.713382, -73.9901249)",27
"(40.707671, -74.003108)",10
"(40.707219, -74.007459)",32
"(40.709044, -74.008893)",7
"(40.7079881, -74.0080159)",34
"(40.707836, -74.0043276)",0
