location,acci_counts
"(40.73035, -73.994822)",8
"(40.729978, -73.994064)",30
"(40.707905, -74.006021)",18
"(40.7084063, -74.0047736)",27
"(40.8334857, -73.945481)",0
"(40.8334062, -73.9452905)",58
"(40.8322331, -73.9424802)",31
"(40.858271, -73.931818)",36
"(40.857978, -73.930904)",13
"(40.731209, -73.995119)",0
"(40.731856, -73.996639)",1
"(40.7860992, -73.9396427)",23
"(40.7856841, -73.9400156)",0
"(40.785747, -73.9784767)",0
"(40.7850879, -73.9769058)",50
"(40.7858192, -73.9786487)",0
"(40.7229283, -74.0021754)",48
"(40.7264932, -73.9991668)",6
"(40.7266087, -73.9990701)",0
"(40.721995, -74.002971)",19
"(40.725382, -74.000101)",19
"(40.724166, -74.001127)",22
"(40.8184403, -73.9413146)",0
"(40.8172567, -73.9384793)",0
"(40.8173165, -73.9386193)",0
"(40.8232381, -73.9527141)",33
"(40.823318, -73.9529044)",0
"(40.8220613, -73.9499097)",37
"(40.822646, -73.9513029)",12
"(40.7329627, -74.0017902)",1
"(40.7333795, -74.0025764)",11
"(40.8187821, -73.9559715)",79
"(40.8188645, -73.9561599)",0
"(40.8175891, -73.9531759)",64
"(40.81848, -73.955294)",16
"(40.8128505, -73.9418859)",0
"(40.7286043, -73.9876651)",91
"(40.7883489, -73.9745254)",53
"(40.7871586, -73.971686)",70
"(40.7859756, -73.9688637)",31
"(40.7835679, -73.9475874)",80
"(40.7845209, -73.9498221)",69
"(40.7064989, -74.0167436)",6
"(40.7068323, -74.0175699)",9
"(40.825379, -73.940054)",29
"(40.8290241, -73.9487404)",0
"(40.8289444, -73.9485501)",61
"(40.8277683, -73.9457415)",47
"(40.8295858, -73.9500819)",20
"(40.7921784, -73.9382001)",59
"(40.7941324, -73.9428059)",68
"(40.7955522, -73.9461529)",0
"(40.7954383, -73.9458846)",0
"(40.7948104, -73.9444042)",79
"(40.7073347, -74.0086352)",27
"(40.706375, -74.00713)",7
"(40.745421, -73.990968)",145
"(40.710816, -73.983255)",4
"(40.7113546, -73.9833037)",1
"(40.7896375, -73.9460871)",30
"(40.7903168, -73.9476849)",45
"(40.7910567, -73.9494251)",0
"(40.7909454, -73.9491633)",0
"(40.791675, -73.950917)",25
"(40.792347, -73.952522)",16
"(40.7886856, -73.9438642)",38
"(40.7451721, -73.9747494)",0
"(40.843223, -73.939177)",46
"(40.8417005, -73.9355668)",30
"(40.844601, -73.942459)",29
"(40.8404788, -73.9353125)",15
"(40.8408038, -73.9354605)",0
"(40.796988, -73.931743)",30
"(40.797258, -73.9405241)",51
"(40.799961, -73.946974)",52
"(40.7992849, -73.9453606)",52
"(40.7986668, -73.9438857)",0
"(40.7985522, -73.9436121)",0
"(40.7979309, -73.9421296)",54
"(40.794376, -73.933647)",11
"(40.7248879, -73.9949407)",0
"(40.7250181, -73.9948703)",0
"(40.7171185, -73.9985861)",255
"(40.71933, -73.9973036)",36
"(40.7159173, -73.9993214)",58
"(40.7181633, -73.9979382)",37
"(40.724072, -73.995351)",8
"(40.7233679, -73.9957075)",46
"(40.7258505, -73.9944634)",8
"(40.7219524, -73.9962656)",65
"(40.7139472, -73.999538)",35
"(40.8757242, -73.9083295)",0
"(40.875638, -73.9082537)",0
"(40.8757899, -73.9083857)",0
"(40.8772238, -73.9090578)",0
"(40.7128049, -73.9971157)",50
"(40.7130913, -73.9936203)",20
"(40.713021, -73.994459)",74
"(40.7130528, -73.994075)",3
"(40.8208228, -73.9508143)",41
"(40.8217009, -73.9529081)",11
"(40.812787, -73.93981)",0
"(40.8182304, -73.9527076)",32
"(40.814609, -73.944122)",0
"(40.8134039, -73.9412735)",0
"(40.81583, -73.947034)",49
"(40.7232849, -74.0080097)",31
"(40.7235239, -74.0103391)",4
"(40.7234416, -74.0095375)",6
"(40.8518592, -73.9281419)",21
"(40.851432, -73.92708)",10
"(40.7215308, -74.0106804)",2
"(40.721468, -74.0098818)",23
"(40.7394127, -74.0054071)",11
"(40.7390464, -74.0054685)",1
"(40.7400297, -74.0053043)",37
"(40.7778572, -73.9457131)",44
"(40.7769097, -73.9433922)",18
"(40.7250234, -74.0058148)",0
"(40.7415369, -73.9875133)",24
"(40.7902593, -73.9456332)",57
"(40.7928745, -73.9437242)",20
"(40.7949118, -73.9485547)",38
"(40.795588, -73.950158)",36
"(40.7942872, -73.9470737)",0
"(40.7941746, -73.9468068)",0
"(40.7935499, -73.9453255)",26
"(40.740688, -73.9759109)",0
"(40.729686, -73.9986042)",27
"(40.7284251, -73.9996723)",52
"(40.7222274, -74.0053546)",5
"(40.7220398, -74.0050505)",0
"(40.846934, -73.938227)",77
"(40.846105, -73.936078)",39
"(40.84721, -73.939779)",33
"(40.8449056, -73.9332225)",35
"(40.847666, -73.942184)",10
"(40.7297532, -74.0021622)",0
"(40.730246, -74.00102)",1
"(40.7726454, -73.9555371)",86
"(40.7735731, -73.9578122)",52
"(40.7748832, -73.9608832)",0
"(40.7749849, -73.9611216)",0
"(40.7742766, -73.9593879)",86
"(40.7763169, -73.9642447)",28
"(40.7756284, -73.9626301)",57
"(40.871584, -73.917009)",0
"(40.869001, -73.92032)",18
"(40.870923, -73.917916)",17
"(40.726752, -73.973799)",0
"(40.7288533, -74.0052717)",30
"(40.729344, -74.003657)",29
"(40.710775, -73.98384)",4
"(40.7113137, -73.983915)",2
"(40.7927512, -73.9713117)",45
"(40.7933183, -73.9726638)",0
"(40.7903607, -73.9656652)",26
"(40.7939616, -73.9741855)",39
"(40.7948301, -73.9762353)",22
"(40.790806, -73.9744963)",0
"(40.7908742, -73.9746797)",0
"(40.7921597, -73.9777035)",10
"(40.7914402, -73.9760046)",19
"(40.7185738, -73.9833981)",41
"(40.7188259, -73.9842294)",20
"(40.7183028, -73.9825031)",24
"(40.7120907, -73.99694)",46
"(40.7113795, -73.9967881)",27
"(40.7102137, -73.9965084)",0
"(40.8068264, -73.9610369)",33
"(40.806121, -73.959357)",11
"(40.8024641, -73.958674)",20
"(40.8054119, -73.9656735)",0
"(40.8054904, -73.9658601)",0
"(40.8042572, -73.9629292)",35
"(40.806127, -73.967373)",6
"(40.7364685, -73.9869673)",34
"(40.7863933, -73.9780019)",0
"(40.7857321, -73.9764355)",82
"(40.7864652, -73.9781723)",0
"(40.787722, -73.9811501)",12
"(40.7869385, -73.9792937)",21
"(40.8378835, -73.9383539)",37
"(40.720674, -73.978231)",39
"(40.7767288, -73.9792922)",51
"(40.775533, -73.976458)",49
"(40.7646126, -73.9583242)",95
"(40.7656116, -73.9606918)",75
"(40.766557, -73.9629323)",75
"(40.767878, -73.9660272)",0
"(40.7679746, -73.9662562)",0
"(40.768594, -73.9677605)",36
"(40.7672321, -73.9645324)",62
"(40.7117249, -73.9848563)",15
"(40.7115353, -73.9867457)",14
"(40.711254, -73.9896446)",0
"(40.7124128, -73.9780234)",5
"(40.7123349, -73.979)",0
"(40.737913, -73.9849697)",0
"(40.737332, -73.985387)",0
"(40.705148, -74.009984)",33
"(40.704249, -74.011569)",12
"(40.7072151, -74.0165254)",0
"(40.7074569, -74.0171175)",15
"(40.8756987, -73.911459)",0
"(40.876272, -73.909447)",0
"(40.7778427, -73.9877533)",7
"(40.7782003, -73.9885869)",10
"(40.716953, -73.9842427)",1
"(40.7197299, -73.9827945)",34
"(40.7174273, -73.9839992)",5
"(40.800463, -73.967898)",0
"(40.8005442, -73.9680997)",0
"(40.7985659, -73.9633655)",46
"(40.7997711, -73.9662127)",38
"(40.7973755, -73.9605358)",15
"(40.8009593, -73.9690678)",13
"(40.79798, -73.9619619)",33
"(40.80159, -73.970545)",6
"(40.8555496, -73.929178)",34
"(40.8285, -73.937782)",34
"(40.8308881, -73.9434627)",10
"(40.83016, -73.941667)",13
"(40.707428, -74.0146924)",2
"(40.7076163, -74.0152582)",0
"(40.7162, -74.000138)",32
"(40.7153613, -73.9977158)",74
"(40.7889871, -73.9740595)",46
"(40.7895455, -73.97542)",0
"(40.7896182, -73.9755987)",0
"(40.7912484, -73.9794097)",22
"(40.7901743, -73.9769232)",26
"(40.800548, -73.931602)",0
"(40.709806, -74.009988)",50
"(40.7385225, -73.9864161)",0
"(40.851434, -73.935083)",32
"(40.850506, -73.932861)",30
"(40.852128, -73.937819)",12
"(40.8175185, -73.9568845)",0
"(40.8175997, -73.9570737)",0
"(40.8170496, -73.9557923)",5
"(40.8187627, -73.9597831)",29
"(40.8163558, -73.9540766)",43
"(40.8341102, -73.941109)",47
"(40.833786, -73.94036)",10
"(40.817799, -73.935956)",11
"(40.8244983, -73.9517954)",0
"(40.8245785, -73.9519855)",0
"(40.8253237, -73.9537512)",0
"(40.8233158, -73.9489935)",26
"(40.8236097, -73.9496898)",17
"(40.7761762, -73.9896337)",0
"(40.7755821, -73.9901567)",3
"(40.7768337, -73.9891608)",22
"(40.733105, -73.9753534)",0
"(40.7329882, -73.9754355)",0
"(40.7740155, -73.9545593)",74
"(40.7749613, -73.9567991)",63
"(40.7762614, -73.9598777)",0
"(40.7776843, -73.9632473)",38
"(40.7763632, -73.9601187)",0
"(40.7770011, -73.9616294)",31
"(40.7756382, -73.9584018)",55
"(40.7144649, -73.9853395)",42
"(40.713798, -73.9852163)",0
"(40.7496507, -73.9990694)",105
"(40.750828, -74.001882)",132
"(40.7520155, -74.0047377)",51
"(40.7484275, -73.996204)",126
"(40.7472363, -73.9933621)",154
"(40.7446783, -73.9873007)",59
"(40.746038, -73.990518)",166
"(40.7203782, -74.0059661)",8
"(40.721083, -74.005845)",4
"(40.7791769, -73.9871122)",10
"(40.7765096, -73.9883999)",10
"(40.7785216, -73.9874341)",4
"(40.737941, -73.986835)",1
"(40.8077005, -73.9493541)",0
"(40.805793, -73.9448139)",6
"(40.809237, -73.953005)",24
"(40.8065066, -73.946526)",0
"(40.8088678, -73.9521352)",37
"(40.8094627, -73.953542)",11
"(40.8769697, -73.9100757)",0
"(40.7883833, -73.9470027)",42
"(40.7890556, -73.9486045)",34
"(40.7896783, -73.950088)",0
"(40.790419, -73.951835)",60
"(40.791085, -73.953438)",80
"(40.787442, -73.94477)",48
"(40.8075561, -73.9370658)",0
"(40.7295617, -73.977938)",0
"(40.8182541, -73.9601808)",0
"(40.8183, -73.9601213)",0
"(40.8213403, -73.9579987)",0
"(40.8231276, -73.95631)",12
"(40.8606861, -73.9216811)",0
"(40.8760338, -73.913565)",0
"(40.7382917, -73.9876671)",0
"(40.739673, -73.990945)",63
"(40.7383383, -73.9877778)",90
"(40.8284141, -73.949184)",0
"(40.828334, -73.9489939)",0
"(40.8271519, -73.9461917)",37
"(40.828925, -73.950395)",23
"(40.8235385, -73.9376019)",0
"(40.8236068, -73.9377722)",0
"(40.824757, -73.940515)",29
"(40.7296855, -73.9902106)",0
"(40.737917, -73.992225)",81
"(40.7325725, -73.981435)",0
"(40.727157, -74.005545)",117
"(40.726958, -74.003445)",28
"(40.727328, -74.0073052)",32
"(40.72747, -74.008845)",5
"(40.726878, -74.003122)",5
"(40.839484, -73.93604)",12
"(40.775148, -73.945275)",0
"(40.7752903, -73.9536285)",96
"(40.776235, -73.9558695)",57
"(40.7775334, -73.9589496)",0
"(40.7789525, -73.9623161)",47
"(40.7776358, -73.9591925)",0
"(40.7782718, -73.9607012)",24
"(40.7769107, -73.9574722)",48
"(40.773343, -73.9490092)",52
"(40.772351, -73.946656)",28
"(40.871044, -73.915746)",2
"(40.868885, -73.917594)",24
"(40.868251, -73.916139)",11
"(40.7992528, -73.9390621)",56
"(40.8006715, -73.9424264)",0
"(40.8005551, -73.9421503)",0
"(40.7999294, -73.9406665)",54
"(40.8012911, -73.9438957)",34
"(40.801971, -73.945508)",27
"(40.79636, -73.9322024)",33
"(40.7277329, -74.0013516)",0
"(40.7276175, -74.0014439)",7
"(40.7300598, -73.9993655)",25
"(40.730669, -73.998842)",13
"(40.7288005, -74.0004308)",48
"(40.726496, -74.00235)",14
"(40.724055, -74.00438)",10
"(40.725252, -74.003376)",18
"(40.770106, -73.9574143)",90
"(40.7710532, -73.9596512)",86
"(40.7723557, -73.962727)",0
"(40.7724554, -73.9629623)",0
"(40.7717304, -73.9612503)",55
"(40.7681847, -73.9527843)",57
"(40.7737776, -73.9660849)",23
"(40.7730963, -73.964476)",62
"(40.719193, -73.999841)",33
"(40.718913, -73.999234)",28
"(40.719552, -74.000622)",29
"(40.720341, -74.002221)",19
"(40.7125535, -73.9989343)",22
"(40.7118881, -73.9986794)",8
"(40.866025, -73.925872)",42
"(40.806916, -73.957266)",10
"(40.809429, -73.95543)",10
"(40.806291, -73.957722)",9
"(40.807546, -73.956806)",11
"(40.8055952, -73.9582071)",13
"(40.808802, -73.955884)",11
"(40.810064, -73.954966)",37
"(40.7405826, -73.9893518)",18
"(40.710327, -74.009543)",20
"(40.708227, -74.006531)",31
"(40.70953, -74.008418)",42
"(40.707387, -74.005482)",33
"(40.7087143, -74.0072883)",44
"(40.7104935, -73.9865861)",42
"(40.7136502, -73.9870661)",16
"(40.7129184, -73.986935)",20
"(40.753935, -73.964347)",6
"(40.731065, -74.001413)",59
"(40.7293265, -73.9978721)",27
"(40.7282036, -73.995585)",27
"(40.7304314, -74.0001225)",32
"(40.7549314, -73.962864)",0
"(40.7554418, -73.9620783)",20
"(40.7040261, -74.011576)",23
"(40.7225484, -73.9870932)",0
"(40.7224176, -73.9871602)",0
"(40.7212351, -73.9877662)",56
"(40.7200783, -73.988359)",78
"(40.7364224, -74.0066187)",9
"(40.7361909, -74.0083227)",17
"(40.7954668, -73.9757929)",1
"(40.7958732, -73.9752976)",0
"(40.793329, -73.976574)",5
"(40.794032, -73.976306)",17
"(40.8408932, -73.9444186)",0
"(40.838559, -73.945856)",22
"(40.838058, -73.94664)",36
"(40.839232, -73.945543)",49
"(40.705447, -74.008007)",2
"(40.7260808, -74.0099015)",23
"(40.718115, -73.976879)",2
"(40.7156979, -73.9780769)",0
"(40.7151776, -73.9783571)",0
"(40.708457, -74.017398)",15
"(40.8089289, -73.96461)",0
"(40.8084759, -73.9649655)",0
"(40.729912, -73.9889263)",0
"(40.7299397, -73.9885815)",0
"(40.7914959, -73.9722281)",38
"(40.7920664, -73.9735738)",0
"(40.7921407, -73.9737576)",0
"(40.7891092, -73.9665781)",35
"(40.7927051, -73.9750902)",22
"(40.855157, -73.932092)",2
"(40.8545322, -73.9325403)",4
"(40.7249181, -73.9924089)",0
"(40.7248826, -73.9922795)",47
"(40.859545, -73.927977)",13
"(40.7622326, -73.9898591)",117
"(40.7634284, -73.9927002)",102
"(40.7654859, -73.997585)",0
"(40.8258956, -73.9393527)",13
"(40.8260002, -73.9396033)",0
"(40.8296535, -73.9482817)",0
"(40.8295736, -73.9480915)",65
"(40.8283947, -73.9452839)",40
"(40.8273441, -73.9427817)",13
"(40.8272063, -73.9424535)",23
"(40.7140045, -74.004403)",0
"(40.7134886, -74.0048235)",17
"(40.7935423, -73.9670269)",188
"(40.7947337, -73.9698644)",119
"(40.8179052, -73.9342568)",10
"(40.8251183, -73.9513456)",31
"(40.8251983, -73.9515358)",0
"(40.82582, -73.953014)",24
"(40.8239471, -73.9485377)",24
"(40.8240824, -73.9488825)",20
"(40.7057939, -74.0170123)",16
"(40.7049176, -74.017352)",1
"(40.7287072, -73.9897967)",3
"(40.7281239, -73.9902269)",2
"(40.7530981, -73.9778733)",15
"(40.8766068, -73.9094916)",0
"(40.826763, -73.937575)",19
"(40.827251, -73.938692)",22
"(40.78389, -73.9502824)",44
"(40.7851883, -73.9533644)",0
"(40.7859253, -73.9551138)",30
"(40.7852953, -73.9536184)",0
"(40.7866026, -73.9567218)",27
"(40.7845645, -73.9518834)",32
"(40.8138729, -73.9346477)",0
"(40.8139268, -73.9347437)",10
"(40.814027, -73.9348503)",19
"(40.8116209, -73.9349178)",16
"(40.8142423, -73.9346794)",0
"(40.8147414, -73.9345462)",0
"(40.7813783, -73.9521157)",53
"(40.7826785, -73.9551956)",0
"(40.783417, -73.956945)",33
"(40.7827842, -73.9554459)",0
"(40.782055, -73.9537187)",40
"(40.8209975, -73.9396411)",0
"(40.8209353, -73.9394931)",0
"(40.822164, -73.942411)",49
"(40.8257317, -73.9508925)",52
"(40.8258119, -73.9510825)",0
"(40.826424, -73.952533)",29
"(40.739405, -74.006449)",16
"(40.740261, -74.005864)",54
"(40.860527, -73.919379)",20
"(40.8193931, -73.959354)",51
"(40.8197265, -73.9601312)",21
"(40.8017686, -73.9372283)",61
"(40.8008233, -73.9349959)",0
"(40.8031913, -73.940592)",0
"(40.8024455, -73.9388286)",53
"(40.80383, -73.942102)",11
"(40.8030731, -73.9403125)",0
"(40.80074, -73.9348233)",0
"(40.721025, -74.005248)",21
"(40.809404, -73.957245)",3
"(40.8064455, -73.9502721)",0
"(40.8052502, -73.9474392)",0
"(40.789168, -73.952743)",76
"(40.7885339, -73.9512613)",0
"(40.717671, -74.015769)",10
"(40.7155287, -74.016677)",0
"(40.716328, -74.0164693)",8
"(40.7181135, -74.0149622)",7
"(40.751707, -74.0078198)",0
"(40.7146812, -74.0058865)",59
"(40.793768, -73.934108)",20
"(40.7793645, -73.9773702)",69
"(40.778168, -73.974532)",35
"(40.726601, -74.0074233)",19
"(40.726746, -74.008967)",7
"(40.877355, -73.910607)",0
"(40.822258, -73.956154)",17
"(40.8140425, -73.9366843)",31
"(40.7173076, -73.9954317)",186
"(40.7186723, -73.9994292)",21
"(40.7176103, -73.9963184)",108
"(40.718442, -73.9987548)",21
"(40.716748, -73.9937)",7
"(40.7164855, -73.9928237)",30
"(40.7159409, -73.9808692)",0
"(40.7475605, -73.9727362)",0
"(40.7469823, -73.9713246)",0
"(40.85238, -73.931495)",28
"(40.850694, -73.927477)",18
"(40.8532, -73.934193)",35
"(40.853479, -73.935133)",16
"(40.7196963, -74.0059515)",3
"(40.7199619, -74.0085823)",56
"(40.719782, -74.0068)",25
"(40.7203104, -74.0120426)",0
"(40.7201173, -74.0101207)",0
"(40.7791759, -73.9507943)",65
"(40.7801202, -73.953034)",44
"(40.7814189, -73.9561147)",0
"(40.7821571, -73.9578658)",33
"(40.7815237, -73.9563633)",0
"(40.7807949, -73.9546347)",28
"(40.7828333, -73.9594696)",17
"(40.7772273, -73.9461727)",33
"(40.7762411, -73.9438324)",12
"(40.7484063, -73.9709149)",17
"(40.7922463, -73.9441827)",22
"(40.7936506, -73.9475371)",0
"(40.793539, -73.9472706)",0
"(40.7929177, -73.9457864)",33
"(40.794281, -73.949013)",25
"(40.794965, -73.950613)",16
"(40.8704145, -73.9151316)",20
"(40.7176725, -73.9848376)",2
"(40.7419683, -73.9808564)",90
"(40.7440046, -73.9856985)",64
"(40.7433005, -73.9840243)",0
"(40.7426439, -73.9824628)",68
"(40.7433448, -73.9841296)",7
"(40.7400362, -73.9762474)",0
"(40.7400776, -73.9763468)",0
"(40.7921252, -73.9717687)",52
"(40.7909308, -73.9689347)",54
"(40.792701, -73.9731263)",0
"(40.7897401, -73.9661178)",41
"(40.7933315, -73.9746353)",40
"(40.715882, -73.98285)",2
"(40.7164489, -73.9825709)",0
"(40.846193, -73.938451)",49
"(40.845434, -73.93657)",22
"(40.846519, -73.940061)",14
"(40.8442431, -73.9337066)",46
"(40.7190113, -73.9754354)",0
"(40.71787, -73.976027)",1
"(40.7155038, -73.9772786)",2
"(40.7148601, -73.9775766)",0
"(40.7754797, -73.9802031)",62
"(40.776264, -73.9820207)",0
"(40.7763503, -73.9822502)",0
"(40.774281, -73.97737)",41
"(40.7319637, -73.9881498)",76
"(40.733214, -73.991114)",62
"(40.733922, -73.992792)",58
"(40.7146482, -73.9971597)",0
"(40.7148267, -73.9980379)",12
"(40.707452, -74.011947)",24
"(40.7079832, -74.0135999)",30
"(40.7082321, -74.0143778)",10
"(40.747773, -73.985046)",105
"(40.7999885, -73.9547869)",0
"(40.8036319, -73.9633898)",28
"(40.8025125, -73.952928)",0
"(40.803744, -73.955861)",37
"(40.8013763, -73.9502758)",0
"(40.8047141, -73.9582435)",9
"(40.8043463, -73.9572939)",22
"(40.8061352, -73.9615461)",17
"(40.805435, -73.959826)",16
"(40.7160103, -74.0152427)",0
"(40.717113, -74.0145636)",0
"(40.7177392, -74.0140898)",0
"(40.7169942, -74.0143011)",1
"(40.7371143, -73.9903427)",39
"(40.732318, -74.001663)",15
"(40.7317466, -74.0032895)",12
"(40.8384061, -73.9416375)",0
"(40.8384885, -73.9418259)",0
"(40.839174, -73.943465)",43
"(40.837714, -73.939994)",17
"(40.8359164, -73.9434608)",0
"(40.8359959, -73.9436514)",1
"(40.8363811, -73.9445746)",24
"(40.8373178, -73.9468195)",3
"(40.753391, -73.9585072)",0
"(40.7528454, -73.9574256)",0
"(40.7973475, -73.9624256)",18
"(40.7960892, -73.9633482)",10
"(40.7967202, -73.9628856)",11
"(40.7954638, -73.9638068)",9
"(40.794787, -73.964303)",13
"(40.8165385, -73.9349094)",20
"(40.8171663, -73.936373)",5
"(40.8191286, -73.9410058)",0
"(40.8179369, -73.9381673)",0
"(40.8202938, -73.9437782)",37
"(40.7575229, -73.9540022)",0
"(40.7578267, -73.9547864)",0
"(40.8404789, -73.9364566)",23
"(40.84281, -73.942013)",31
"(40.843193, -73.942944)",12
"(40.7997378, -73.9681077)",0
"(40.7998293, -73.9683196)",0
"(40.7991433, -73.9666736)",49
"(40.796746, -73.9609963)",6
"(40.8003317, -73.9695099)",13
"(40.801034, -73.9711684)",0
"(40.8009645, -73.9710116)",0
"(40.715297, -74.0007838)",0
"(40.71517, -74.000528)",0
"(40.7729828, -73.9461966)",24
"(40.8036112, -73.9672429)",0
"(40.8035338, -73.9670551)",0
"(40.8023687, -73.9642901)",41
"(40.8005822, -73.9600539)",22
"(40.804206, -73.968647)",6
"(40.756059, -73.961622)",19
"(40.7577457, -73.9594883)",0
"(40.7578199, -73.959435)",0
"(40.7117597, -73.9924589)",0
"(40.7116012, -73.9942643)",34
"(40.8334829, -73.9415672)",38
"(40.833098, -73.940653)",15
"(40.728713, -74.003297)",0
"(40.7045078, -74.009424)",1
"(40.7826258, -73.9512052)",77
"(40.7839274, -73.9542844)",0
"(40.7846666, -73.9560335)",25
"(40.7840339, -73.9545364)",0
"(40.7853451, -73.9576385)",18
"(40.7833024, -73.9528059)",57
"(40.8206097, -73.9584609)",23
"(40.820601, -73.9584409)",23
"(40.7817194, -73.9809824)",0
"(40.7811846, -73.9797549)",65
"(40.7818019, -73.9811764)",0
"(40.7823951, -73.9825954)",24
"(40.7831868, -73.9844671)",18
"(40.757284, -73.978116)",172
"(40.760368, -73.9517365)",0
"(40.7686292, -73.9426754)",0
"(40.7691048, -73.9431568)",0
"(40.7687577, -73.9428)",0
"(40.770744, -73.94276)",0
"(40.7703817, -73.9430978)",0
"(40.860657, -73.9273)",32
"(40.8626215, -73.9286059)",16
"(40.7291879, -73.987242)",107
"(40.7301298, -73.9894855)",89
"(40.730557, -73.9905029)",40
"(40.729787, -73.9886307)",0
"(40.726281, -73.980333)",19
"(40.7252896, -73.9779748)",36
"(40.724283, -73.975598)",18
"(40.731166, -73.991921)",50
"(40.732165, -73.994297)",23
"(40.7362021, -74.0035332)",10
"(40.835196, -73.938489)",5
"(40.834536, -73.938965)",3
"(40.834156, -73.9392421)",4
"(40.8217395, -73.9352815)",0
"(40.8277858, -73.9496453)",0
"(40.8277058, -73.9494552)",0
"(40.8265253, -73.9466493)",45
"(40.828296, -73.950858)",31
"(40.7439579, -74.0083751)",0
"(40.7392313, -73.9781935)",15
"(40.7404719, -73.9772937)",8
"(40.7954144, -73.94187)",59
"(40.79745, -73.9467)",78
"(40.796828, -73.9452242)",0
"(40.796714, -73.9449536)",0
"(40.7960891, -73.9434711)",74
"(40.860641, -73.930771)",29
"(40.860862, -73.928817)",5
"(40.8151825, -73.9588379)",0
"(40.8151033, -73.9586399)",0
"(40.815882, -73.960561)",20
"(40.815526, -73.959719)",9
"(40.868482, -73.918561)",34
"(40.867633, -73.916588)",23
"(40.845333, -73.942339)",23
"(40.8483226, -73.9420228)",11
"(40.8452094, -73.9423114)",0
"(40.7295629, -73.9965691)",12
"(40.730155, -73.996063)",5
"(40.7954107, -73.9319203)",0
"(40.732315, -74.000511)",33
"(40.7316274, -73.9991063)",8
"(40.7686673, -73.9452922)",0
"(40.7602829, -73.9522642)",0
"(40.8159502, -73.9431458)",0
"(40.8148176, -73.9404415)",0
"(40.817175, -73.946055)",32
"(40.7908684, -73.9726862)",38
"(40.791438, -73.9740374)",0
"(40.7915093, -73.974213)",0
"(40.7896744, -73.969851)",55
"(40.7927214, -73.9770841)",19
"(40.7884813, -73.967036)",31
"(40.7920701, -73.9755518)",21
"(40.85431, -73.930082)",24
"(40.8531111, -73.9272272)",16
"(40.855335, -73.933312)",28
"(40.855581, -73.934266)",9
"(40.7929833, -73.9480228)",0
"(40.7928715, -73.9477578)",0
"(40.7926556, -73.9472455)",1
"(40.8143036, -73.9530716)",18
"(40.813159, -73.95035)",17
"(40.812727, -73.949301)",31
"(40.8314449, -73.946722)",40
"(40.8315246, -73.9469124)",0
"(40.8302699, -73.9439142)",21
"(40.8326563, -73.9496167)",0
"(40.7710722, -73.9475897)",17
"(40.732841, -74.002124)",12
"(40.7031174, -74.0130041)",27
"(40.7090879, -74.0140487)",9
"(40.7087418, -74.0132592)",7
"(40.8013779, -73.9343472)",0
"(40.7580163, -73.9817975)",150
"(40.7310432, -73.9996039)",20
"(40.7302877, -73.9980696)",11
"(40.7299438, -73.9973576)",9
"(40.837168, -73.9425447)",0
"(40.8372479, -73.9427349)",0
"(40.8377866, -73.9440172)",28
"(40.8361153, -73.9400362)",0
"(40.8356703, -73.9395793)",0
"(40.7105573, -73.9941417)",30
"(40.7100939, -73.9941033)",16
"(40.8081151, -73.9600943)",24
"(40.8074127, -73.9583999)",13
"(40.8057298, -73.9544228)",41
"(40.806325, -73.9558429)",18
"(40.7348912, -74.0031527)",6
"(40.7108766, -73.9823467)",0
"(40.7110138, -73.9805721)",2
"(40.7139762, -73.97996)",19
"(40.7154372, -73.9792045)",0
"(40.7696931, -73.9412831)",0
"(40.7805327, -73.9442146)",3
"(40.7570629, -73.9698306)",104
"(40.7551302, -73.9652501)",64
"(40.7577471, -73.9714524)",92
"(40.7584748, -73.9731771)",0
"(40.7583874, -73.97297)",0
"(40.7984325, -73.9689288)",0
"(40.7985082, -73.9691157)",0
"(40.7978876, -73.9675923)",28
"(40.7990808, -73.9704307)",16
"(40.799705, -73.971924)",15
"(40.795488, -73.9619166)",14
"(40.7153027, -73.976483)",1
"(40.7717169, -73.9471185)",19
"(40.7280695, -73.9989542)",54
"(40.7064386, -74.0150993)",25
"(40.7541, -73.978332)",40
"(40.753717, -73.977432)",11
"(40.7501386, -73.9689424)",33
"(40.7501157, -73.9688835)",33
"(40.752197, -73.981822)",116
"(40.7332265, -74.0030292)",45
"(40.733843, -74.001205)",12
"(40.7188732, -74.0065862)",0
"(40.7182558, -74.0052693)",0
"(40.7527994, -73.9651997)",1
"(40.753314, -73.964811)",7
"(40.7299009, -73.990744)",14
"(40.7876214, -73.9770038)",0
"(40.7870013, -73.9755091)",45
"(40.7876892, -73.9771797)",0
"(40.7892565, -73.9808596)",17
"(40.7881993, -73.978373)",31
"(40.7267997, -73.9889783)",58
"(40.725796, -73.986623)",47
"(40.723882, -73.982083)",17
"(40.724863, -73.984403)",25
"(40.7389179, -73.9873554)",16
"(40.724662, -73.996301)",12
"(40.7885301, -73.9532121)",71
"(40.789205, -73.954817)",114
"(40.7241515, -73.9884659)",1
"(40.7430424, -73.9891586)",25
"(40.8659478, -73.9298529)",46
"(40.8679563, -73.9269852)",12
"(40.7144204, -73.9921352)",6
"(40.714487, -73.9912887)",0
"(40.8157829, -73.9565853)",3
"(40.8155516, -73.9569141)",33
"(40.780251, -73.9814398)",0
"(40.7799273, -73.9806725)",55
